,Marca,Gasolina 95,Gasolina 98,Gasóleo A,Direccion,Poblacion,Horario,Fecha
613,ZONA DIESEL,1.269, ,1.179,"POLIGONO INDUSTRIAL CAN BALTASAR PARCELA, 5",PALAFOLLS,L-D 24H,2019-04-14 14:07:58.867659
614,GALP,1.259,1.399,1.189,"CARRETERA B-682 KM. 24,36",PALAFOLLS,L-D 06,2019-04-14 14:07:58.867659
615,REPSOL,1.439,1.499,1.339,"C-32 PK 129,8",SANT GENIS DE PALAFOLLS,L-D 24H,2019-04-14 14:07:58.867659
616,REPSOL,1.439,1.499,1.339,"CR C-32 P.K. 129,8",SANT GENIS DE PALAFOLLS,L-D 24H,2019-04-14 14:07:58.867659
617,TAMOIL,1.369,1.399,1.269,CARRETERA NOVA DE SANT CELONI KM. 40,SANTA MARIA DE PALAUTORDERA,L-D 06,2019-04-14 14:07:58.867659
618,REPSOL,1.419,1.519,1.299,"CR C-35 , P.K. 51",SANTA MARIA DE PALAUTORDERA,L-D 06,2019-04-14 14:07:58.867659
619,CEPSA,1.409,1.524,1.319,CARRETERA DEL MONTSENY KM. 3,SANTA MARIA DE PALAUTORDERA,L-D 06,2019-04-14 14:07:58.867659
620,REPSOL,1.419,1.559,1.319,"CALLE PIO XII, S.N.",VILASSAR DE DALT,L-D 06,2019-04-14 14:07:58.867659
621,ESTACIO SERVEI BIGUES I RIELLS,1.349,1.489,1.269,CARRETERA SANT LLORENÇ A LLINARS KM. 25,RIERAL DE BIGUES,L-D 06,2019-04-14 14:07:58.867659
622,REPSOL,1.419,1.559,1.349,CARRETERA N-340 KM. 1242,CERVELLO,L-D 06,2019-04-14 14:07:58.867659
623,CAMPSA EXPRESS,1.315,1.445,1.189,"CARRER VIC, 69",MONTMELO,L-D 24H,2019-04-14 14:07:58.867659
624,BALLENOIL,1.297, ,1.169,"POLIGONO POL17 EL PEDREGAR INDUST., 1",MONTMELO,L-D 24H,2019-04-14 14:07:58.867659
625,GASUIR,1.349, ,1.269,"CALLE TORRENT D'EN BAIELL, 10",SENTMENAT,L-D 24H,2019-04-14 14:07:58.867659
626,REPSOL,1.419,1.519,1.289,"CARRETERA C-1413A KM. 32,7",SENTMENAT,L-D 06,2019-04-14 14:07:58.867659
627,NUROIL,1.199, ,1.149,"AVENIDA PRINCIPAL POLIGONO INDUSTRIAL CAN CLAPERS, 3",SENTMENAT,L-D 24H,2019-04-14 14:07:58.867659
628,REPSOL,1.409,1.549,1.309,"AUTOVIA C 16 , 35,6 KM. 35,6",SANT FRUITOS DE BAGES,L-D 06,2019-04-14 14:07:58.867659
629,REDOIL,1.209, ,1.209,"CARRETERA N 141 C KM. 3,7",SANT FRUITOS DE BAGES,L-D 24H,2019-04-14 14:07:58.867659
630,"PETRO-PINTO,S.L.",1.21,1.388,1.11,"CALLE BARCELONA, S/N",SANT FRUITOS DE BAGES,L-D 24H,2019-04-14 14:07:58.867659
631,CARREFOUR,1.289,1.469,1.229,CARRETERA MANRESA A BERGA KM. 1,SANT FRUITOS DE BAGES,L-D 24H,2019-04-14 14:07:58.867659
632,REPSOL,1.419,1.519,1.309,"CARRETERA DE SANTPEDOR KM. 3,5",SANT FRUITOS DE BAGES,L-D 06,2019-04-14 14:07:58.867659
633,PEDROSA CENTER,1.259,1.409,1.156,"CALLE LAPEDROSA, 20",MASQUEFA,L-D 24H,2019-04-14 14:07:58.867659
634,BONAREA,1.206, ,1.114,"POLIGONO IND. LA PEDROSA, S/N",MASQUEFA,L-D 24H,2019-04-14 14:07:58.867659
635,PETROLIS INDEPENDENTS - PETRO7,1.245, ,1.185,"CALLE SECTOR MAS DORCA, 2",AMETLLA DEL VALLES (L'),L-D 24H,2019-04-14 14:07:58.867659
636,PETROCAT,1.439,1.539,1.349,"CR C-17, 26,65",SERRAT DE L'OCATA,L-D 24H,2019-04-14 14:07:58.867659
637,CEPSA,1.419,1.534,1.329,CARRETERA C-17 KM. 50,TONA,L-D 24H,2019-04-14 14:07:58.867659
638,CEPSA,1.409,1.524,1.319,AUTOVIA C-17 KM. 50,TONA,L-D 06,2019-04-14 14:07:58.867659
639,SHELL,1.259, ,1.179,"AVENIDA VECINAL, S/N",TONA,L-D 24H,2019-04-14 14:07:58.867659
640,"PETRONIEVES, S.L.",1.379,1.409,1.239,"CALLE ISAAC PERAL, 9",CA N'AMAT,L-D 24H,2019-04-14 14:07:58.867659
641,REPSOL,1.399,1.509,1.319,"CR B-224, 23,5",SANT ESTEVE SESROVIRES,L-D 05,2019-04-14 14:07:58.867659
642,REPSOL,1.409,1.549,1.309,"ACCESO CTRA, 4",SANTPEDOR,L-D 06,2019-04-14 14:07:58.867659
643,PETRO PINTÓ,1.209, ,1.11,"RONDA SANT PERE, 331",SANTPEDOR,L-D 24H,2019-04-14 14:07:58.867659
644,PETROLIS INDEPENDENTS,1.248, ,1.188,"AVENIDA ILDEFONS CERDA, 121",CENTELLES,L-D 24H,2019-04-14 14:07:58.867659
645,REPSOL,1.419,1.519,1.319,"CR BP-1213, 1,8 (BP-1213 km 1,85)",VILADECAVALLS,L-D 06,2019-04-14 14:07:58.867659
646,BONAREA,1.206, ,1.115,"CALLE RAMON LLULL ESQUINA STA.MARIA DE TOUDELL, S/N",CAN TRIAS INDUSTRIAL,L-D 24H,2019-04-14 14:07:58.867659
647,GALP,1.349,1.429,1.289,"POLIGONO PLA DE L'ESTACIO, S/N",MONJOS (ELS),L-V 04,2019-04-14 14:07:58.867659
648,E.S.GELIDA, ,1.529,1.279,"CALLE ANSELM CLAVE, 5176901",GELIDA,L-D 06,2019-04-14 14:07:58.867659
649,CACENCA, , ,1.279,"CAMI CAN VALLS, S/N",GELIDA,L-V 05,2019-04-14 14:07:58.867659
650,SHELL,1.409,1.539,1.289,"CARRETERA VILASAR DE MAR KM. 3,343",CABRILS,L-D 05,2019-04-14 14:07:58.867659
651,BP,1.419,1.556,1.319,"CARRETERA BARCELONA KM. 10,700",SANTA EULALIA DE RONÇANA,L-D 06,2019-04-14 14:07:58.867659
652,BP,1.399,1.541,1.299,"CARRETERA BV-2041 KM. 8,3",BEGUES,L-D 06,2019-04-14 14:07:58.867659
653,PETROMIRALLES,1.219, ,1.149,"CALLE TOMAS VILADOMIU, 15",SALLENT,L-D 24H,2019-04-14 14:07:58.867659
654,PETRONOR,1.409,1.519,1.309,"CARRETERA C-16 KM. 60,40",SALLENT,L-D 06,2019-04-14 14:07:58.867659
655,"SALLENT DE SERVEIS, S.L.",1.178, ,1.137,"PLAZA LACETANIA, 44",SALLENT,L-D 24H,2019-04-14 14:07:58.867659
656,EASYGAS,1.215, ,1.165,"AVINGUDA PUIGCERDÀ, 8",LLIÇA DE VALL,L-D 24H,2019-04-14 14:07:58.867659
657,REPSOL,1.409,1.539,1.319,CARRETERA AVDA. DEL VALLES KM. 10,LLIÇA DE VALL,L-D 06,2019-04-14 14:07:58.867659
658,REPSOL,1.363,1.479,1.264,"CALLE CAN NADAL, 4",LLIÇA DE VALL,L-D 24H,2019-04-14 14:07:58.867659
659,GALP,1.309,1.449,1.279,AUTOPISTA C32 KM. 89,TEIA CENTRE,L-D 06,2019-04-14 14:07:58.867659
660,REPSOL,1.449,1.569,1.349,"C-32 PK 88,5",VICTOR FONT GUAL,L-D 24H,2019-04-14 14:07:58.867659
661,CEPSA,1.409,1.524,1.319,"CARRETERA E-9/C-16 KM. 35,500",VACARISSES,L-D 24H,2019-04-14 14:07:58.867659
662,CEPSA,1.419,1.534,1.329,"CARRETERA E-9/C-16 KM. 35,5",VACARISSES,L-D 24H,2019-04-14 14:07:58.867659
663,PETROALFA,1.299, ,1.229,"CALLE BERLIN, 9",POLIGON INDUSTRIAL CAN TORRELLA,L-D 24H,2019-04-14 14:07:58.867659
664,ESCLATOIL,1.259, ,1.169,"AVENIDA MIQUEL MARTÍ I POL, S/N",RODA DE TER,L-D 24H,2019-04-14 14:07:58.867659
665,FEIXAS AULET,1.219,1.329,1.129,"CALLE BAC DE RODA, 52",RODA DE TER,L-D 06,2019-04-14 14:07:58.867659
666,PETROCAT,1.409,1.519,1.309,"CARRETERA C-16 KM. 73,47",NAVAS,L-D 06,2019-04-14 14:07:58.867659
667,REPSOL,1.419,1.519,1.319,CARRETERA N-2 KM. 654,SANT VICENÇ DE MONTALT,L-D 06,2019-04-14 14:07:58.867659
668,U. S. SÚRIA *ROVIRA*,1.219, ,1.159,"PASEO JONCARETS, 149",SURIA,L-D 24H,2019-04-14 14:07:58.867659
669,REPSOL,1.409,1.549,1.309,CARRETERA MANRESA SURIA KM. 14,SURIA,L-D 06,2019-04-14 14:07:58.867659
670,BONAREA,1.205, ,1.113,"CARRETERA BV-2005 KM. 4,7",TORRELLES DE LLOBREGAT,L-D 24H,2019-04-14 14:07:58.867659
671,CEPSA,1.409,1.524,1.319,"CARRETERA N-141-C KM. 27,3",MOIA,L-D 06,2019-04-14 14:07:58.867659
672,BONAREA,1.208, ,1.117,CARRETERA DE VIC KM. 27,MOIA,L-D 24H,2019-04-14 14:07:58.867659
673,SERVIAUTO ECOLOGIC,1.289,1.389,1.139,"POLIGONO RONDE DE LES CONQUES, 17",MOIA,L-D 24H,2019-04-14 14:07:58.867659
674,AREA DIESEL,1.199, ,1.129,"AVINGUDA ZONA INDUSTRIAL, S/N",MOIA,L-D 24H,2019-04-14 14:07:58.867659
675,MEROIL,1.369, ,1.259,"CALLE EUROPA, 2",SANT ANTONI DE VILAMAJOR,L-D 24H,2019-04-14 14:07:58.867659
676,MEROIL,1.289,1.389,1.189,"C/ ROCAFORT, 103 (B-4512 km 0,6)",ARTES,L-D 06,2019-04-14 14:07:58.867659
677,REPSOL,1.429,1.559,1.339,"CARRETERA BV-5001 SANT ADRIA-LA ROCA KM. 19,9",VILANOVA DEL VALLES,L-D 06,2019-04-14 14:07:58.867659
678,PETROLOGIC OIL,1.359, ,1.249,"CARRETERA B510 KM. 3,1",DOSRIUS,L-D 24H,2019-04-14 14:07:58.867659
679,GALP,1.409,1.509,1.309,"CALLE SANT GALDERICH, 14",SANT POL DE MAR,L-D 06,2019-04-14 14:07:58.867659
680,REPSOL,1.419,1.559,1.329,"BARRIADA BASSACS, S/N",GIRONELLA,L 06,2019-04-14 14:07:58.867659
681,AVANTI,1.269, ,1.179,CTRA. DE CARDONA A BERGA (B420 km 1.700),CARDONA,L-D 24H,2019-04-14 14:07:58.867659
682,VILALTA,1.269,1.379,1.179,CARRETERA C-1410A KM. 29,CARDONA,L-D 24H,2019-04-14 14:07:58.867659
683,REPSOL,1.439,1.579,1.329,CARRETERA N-2 KM. 643,CABRERA DE MAR,L-D 06,2019-04-14 14:07:58.867659
684,CARREFOUR,1.339,1.469,1.229,CARRETERA NACIONAL II KM. 644,CABRERA DE MAR,L-D 24H,2019-04-14 14:07:58.867659
685,REPSOL,1.439,1.579,1.329,B-502 km 1,CABRERA DE MAR,L-D 06,2019-04-14 14:07:58.867659
686,REPSOL,1.439,1.579,1.329,"RIERA ARGENTONA, 1",CABRERA DE MAR,L-D 24H,2019-04-14 14:07:58.867659
687,ESCLATOIL,1.259, ,1.169,CARRETERA NACIONAL II KM. 70,CABRERA DE MAR,L-D 24H,2019-04-14 14:07:58.867659
688,PETRONIEVES,1.249, ,1.169,CARRETERA NACIONAL II KM. 575,COLLBATO,L-D 24H,2019-04-14 14:07:58.867659
689,ESCLATOIL,1.269, ,1.179,"AVINGUDA CENTENARI AMADEU VIVES, 2",COLLBATO,L-D 24H,2019-04-14 14:07:58.867659
690,CEPSA,1.409,1.524,1.319,"CARRETERA C-31 KM. 6,101",CANYELLES,L-D 06,2019-04-14 14:07:58.867659
691,SPAROIL,1.309, ,1.229,CARRETERA VILAFRANCA KM. 45,CANYELLES,L-D 24H,2019-04-14 14:07:58.867659
692,BALLUS BAIXCOST,1.268, ,1.159,"POLIGONO CAL VIDAL PARCEL-LA, 18",COLONIA VIDAL,L-D 24H,2019-04-14 14:07:58.867659
693,PETROCAT,1.429,1.569,1.309,"CALLE MONTURIOL ESQUINA C/ FORQUES, S/N",PAPIOL (EL),L-D 06,2019-04-14 14:07:58.867659
694,PETRONOR,1.409,1.509,1.309,"CARRER VILANOVA IGUALADA, 8,3",CA L'ANTON,L-D 06,2019-04-14 14:07:58.867659
695,LOW COST FUEL,1.229, ,1.169,"CALLE DE LES FONTS, 7",PONT VILOMARA I ROCAFORT,L-D 24H,2019-04-14 14:07:58.867659
696,ESTACIO DE SERVEIS BALENYA,1.249,1.349,1.189,POL. IND. LA BOBILA PARC 1,BALENYA,L-D 7,2019-04-14 14:07:58.867659
697,SHELL,1.409,1.549,1.299,"CARRETERA C-244C KM. 0,05",ODENA,L-S 08,2019-04-14 14:07:58.867659
698,PETRONOR,1.409,1.509,1.299,CARRETERA N-2 KM. 555,ODENA,L-D 06,2019-04-14 14:07:58.867659
699,BONAREA,1.206, ,1.115,"POLIGONO PLA DE LES GAVARRERES AV. MADRID, 44",ODENA,L-D 24H,2019-04-14 14:07:58.867659
700,REPSOL,1.409,1.529,1.309,"CARRETERA CR CM-1411 ABRERA-BELLVER KM. 17,1",CASTELLBELL I EL VILAR,L-D 06,2019-04-14 14:07:58.867659
701,REPSOL,1.409,1.529,1.309,"CARRETERA C-55 KM. 17,1",CASTELLBELL I EL VILAR,L-D 06,2019-04-14 14:07:58.867659
702,LACICAR, , ,1.239,SANT MIQUEL D'OLERDOLA (P. I. SANT PERE MOLANTA),SANT PERE MOLANTA,L-V 08,2019-04-14 14:07:58.867659
703,PETROCAT DIRECTE,1.345, ,1.245,"CARRETERA C-15 KM. 11,5",OLÈRDOLA,L-D 24H,2019-04-14 14:07:58.867659
704,Q8,1.319, ,1.299,"POLIGONO CTRA.N-340 SORTIDA 30 -POL.IND.CLOT DE MOJA, S/N",OLÈRDOLA,L-V 06,2019-04-14 14:07:58.867659
705,PETROCAT DIRECTE,1.345, ,1.245,"CARRETERA C-15 KM. 11,5",OLÈRDOLA,L-D 24H,2019-04-14 14:07:58.867659
706,CARREFOUR,1.309,1.469,1.219,"AVENIDA BARCELONA, S/N",OLÈRDOLA,L-D 24H,2019-04-14 14:07:58.867659
707,(SIN RÓTULO),1.258,1.399,1.169,"CARRETERA MANRESA A ST. GUIM, KM. 32,400",CALAF,L-V 07,2019-04-14 14:07:58.867659
708,BONAREA,1.208, ,1.117,"POLIG. IND. LES GARRIGUES, 24, C. BON AREA",CALAF,L-D 24H,2019-04-14 14:07:58.867659
709,PETROBAGES S.L.,1.274, ,1.197,"AVENIDA INDUSTRIA,",BALSARENY,L-D 24H,2019-04-14 14:07:58.867659
710,CARREFOUR,1.299,1.389,1.209,"POLIGONO POLÍGONO 1 DE LA RIERA , PARCELAS FR6-FR7, S/N",SANTA SUSANNA,L-D 24H,2019-04-14 14:07:58.867659
711,GALP,1.229,1.359,1.149,"AVENIDA DELS DOLORS, 5",MANRESA,L 06,2019-04-14 14:07:58.867659
712,CEPSA,1.359,1.474,1.269,CARRETERA TER KM. S/N,MASIES DE VOLTREGA (LES),L-D 06,2019-04-14 14:07:58.867659
713,PETROVOLTREGÀ,1.199, ,1.129,"CALLE ONZE DE SETEMBRE, 34",MASIES DE VOLTREGA (LES),L-D 24H,2019-04-14 14:07:58.867659
714,REPSOL,1.379,1.479,1.279,"CARRETERA C-37 KM. 78,48",SANT SALVADOR GUARDIOLA,L-D 06,2019-04-14 14:07:58.867659
715,LA BENCINERA,1.369,1.489,1.299,"CARRETERA BP-2121 KM. 10,2",SANT MARTI SARROCA,L-D 24H,2019-04-14 14:07:58.867659
716,AMAT OIL,1.329, ,1.219,"CALLE LA CREU TRENCADA, 1",SUBIRATS,L-D 24H,2019-04-14 14:07:58.867659
717,REPSOL,1.429,1.569,1.349,AVENIDA CATALUÑA 135-137,PALMA DE CERVELLO,L-S 06,2019-04-14 14:07:58.867659
718,REPSOL,1.409, ,1.309,"CR C-55, 13,33",MONISTROL DE MONTSERRAT,L-D 07,2019-04-14 14:07:58.867659
719,CEPSA,1.389,1.494,1.305,CARRETERA C-61 KM. 11,VALLGORGUINA,L 06,2019-04-14 14:07:58.867659
720,ESTACIO SERVEI LLUÇANÈS,1.379,1.509,1.279,"AVINGUDA POMPEU FABRA, 3",PRATS DE LLUÇANES,L-D 07,2019-04-14 14:07:58.867659
721,REPSOL,1.399,1.509,1.319,"CARRETERA B-224 KM. 20,8",URB. VINYA DEL POLLASTRE,L-D 06,2019-04-14 14:07:58.867659
722,CEPSA,1.419,1.534,1.329,"CARRETERA C-25 (MRG.DCHO.) KM. 174,6",GURB,L-D 24H,2019-04-14 14:07:58.867659
723,CEPSA,1.419,1.534,1.329,"CARRETERA C-25 (MRG.IZDO.) KM. 174,6",GURB,L-D 24H,2019-04-14 14:07:58.867659
724,BP,1.399,1.539,1.279,"CARRETERA C5502 KM. 7,4",VALLROMANES,L 06,2019-04-14 14:07:58.867659
725,SHELL,1.299,1.469,1.219,"AVINGUDA JOAN MARAGALL, S/N",SANT PERE DE TORELLO,L-D 24H,2019-04-14 14:07:58.867659
726,REPSOL,1.439,1.569,1.339,"CR N-141D, 3,3",CALLDETENES,L-D 05,2019-04-14 14:07:58.867659
727,NINGUNO,1.419,1.509,1.289,"CALLE CARRETERA (LA), 162",SANT PERE DE RIUDEBITLLES,L-D 06,2019-04-14 14:07:58.867659
728,PORBOL,1.379,1.489,1.299,C-59 km 32,CASTELLTERÇOL,L-D 06,2019-04-14 14:07:58.867659
729,E.S. AVINYÓ -CEPSA-,1.409,1.524,1.299,"CALLE ANTONI PONT (B-431, PK 53), S/N",AVINYO,L-S 06,2019-04-14 14:07:58.867659
730,CEPSA,1.395,1.51,1.302,"CARRETERA NACIONAL 340 KM. 1196,525",CASTELLET I LA GORNAL,L 06,2019-04-14 14:07:58.867659
731,CAMPSA,1.389,1.489,1.299,"AVENIDA CATALUÑA, 1",POBLA DE CLARAMUNT (LA),L-D 24H,2019-04-14 14:07:58.867659
732,REPSOL,1.379,1.509,1.289,"CARRETERA C-243 KM. 7,5",GRANADA (LA),L 06,2019-04-14 14:07:58.867659
733,REPSOL,1.339,1.469,1.249,"CARRETERA VILAFRANCA A SANT SADURNI D'ANOIA KM. 7,5",GRANADA (LA),L-D 24H,2019-04-14 14:07:58.867659
734,REPSOL,1.389,1.489,1.309,CARRETERA A-2 KM. 567,BRUC (EL),L-D 24H,2019-04-14 14:07:58.867659
735,REPSOL,1.389,1.489,1.309,AUTOVIA A-2 KM. 567,BRUC (EL),L-D 24H,2019-04-14 14:07:58.867659
736,GALP,1.449,1.549,1.349,AUTOVIA N-II KM. 573,BRUC (EL),L-D 24H,2019-04-14 14:07:58.867659
737,PETROCAT,1.199, ,1.125,"AVINGUDA DEL CASTELL, 4",SANT VICENÇ DE TORELLO,L-D 24H,2019-04-14 14:07:58.867659
738,CEPSA,1.409, ,1.319,"CARRETERA BV-5122 KM. 5,1",FOGARS DE LA SELVA,L-D 06,2019-04-14 14:07:58.867659
739,BP GUALBA,1.349,1.509,1.269,"CALLE RIERA DE GUALBA, 1",GUALBA DE BAIX,L-D 24H,2019-04-14 14:07:58.867659
740,CARBURANTS SANT ISCLE,1.409, ,1.309,"POLIGONO EL MOLI, S/N (BV-5128 km 22,6)",SANT ISCLE DE VALLALTA,L 07,2019-04-14 14:07:58.867659
741,PETROMIRALLES,1.259,1.382,1.199,"CARRETERA COMARCAL C-16 KM. 105,5",CERCS,L-D 24H,2019-04-14 14:07:58.867659
742,PETROMIRALLES,1.259,1.382,1.199,CARRETERA COMARCAL C-16 KM. 105,CERCS,L-D 24H,2019-04-14 14:07:58.867659
743,PETRONOR,1.409, ,1.309,CARRETERA C-154 DE VIC A BERGA KM. 20,OLOST,L-D 06,2019-04-14 14:07:58.867659
744,REPSOL,1.409, ,1.319,CARRETERA B-402 KM. 10,POBLA DE LILLET (LA),L-D 07,2019-04-14 14:07:58.867659
745,SHELL,1.399,1.539,1.309,"N-340 km 1216,35",SANT CUGAT SESGARRIGUES,L-D 06,2019-04-14 14:07:58.867659
746,SHELL,1.399,1.539,1.309,"N-340 km 1216,35",SANT CUGAT SESGARRIGUES,L-D 06,2019-04-14 14:07:58.867659
747,BONAREA,1.206, ,1.115,"CARRETERA N-340 KM. 1215,500",SANT CUGAT SESGARRIGUES,L-D 24H,2019-04-14 14:07:58.867659
748,HAFESA OIL,1.279,1.379,1.179,"CARRETERA N-143 TRAMO C (MANRESA A VIC) KM. 18,42",CALDERS,L-D 06,2019-04-14 14:07:58.867659
749,"ESTACIÓ SERRA CADI, S.L.",1.409,1.524,1.332,"CARRETERA C-16 KM. 113,5",GUARDIOLA DE BERGUEDA,L-D 06,2019-04-14 14:07:58.867659
750,CEPSA,1.409,1.524,1.319,CARRETERA BP-2121 KM. 2,PACS DEL PENEDES,L-D 06,2019-04-14 14:07:58.867659
751,REPSOL,1.399,1.519,1.319,AUTOVIA A-2 KM. 543,JORBA,L-D 24H,2019-04-14 14:07:58.867659
752,REPSOL,1.449,1.549,1.349,"CR A-2, 543,1",JORBA,L-D 06,2019-04-14 14:07:58.867659
753,BONAREA,1.207,1.274,1.116,AUTOVIA AUTOVIA A-2 KM. 545,JORBA,L-D 24H,2019-04-14 14:07:58.867659
754,BLANCA,1.399, ,1.298,"PASSEIG LA FONT, 1",MONTSENY,L-D 24H,2019-04-14 14:07:58.867659
755,REPSOL,1.439,1.539,1.349,"CARRETERA C-17 KM. 36,230",TAGAMANENT,L-D 06,2019-04-14 14:07:58.867659
756,PETROCAT,1.409,1.509,1.319,CARRETERA C-17 KM. 37,TAGAMANENT,L-D 06,2019-04-14 14:07:58.867659
757,REPSOL,1.389,1.529,1.309,"CARRETERA B-400 KM. 14,8",SALDES,L-D 06,2019-04-14 14:07:58.867659
758,ESCLATOIL,1.259, ,1.169,HIPER ESCLAT. CTRA. C-17 km 55,MALLA,L-D 24H,2019-04-14 14:07:58.867659
759,REPSOL,1.409,1.509,1.319,"CARRETERA C-25 KM. 111,52",SANT PERE SALLAVINERA,L-D 06,2019-04-14 14:07:58.867659
760,REPSOL,1.409,1.509,1.319,"CARRETERA C-25 KM. 111,52",SANT PERE SALLAVINERA,L-D 06,2019-04-14 14:07:58.867659
761,LA PANADELLA,1.389,1.497,1.309,CARRETERA NACIONAL II KM. 532,MONTMANEU,L-D 24H,2019-04-14 14:07:58.867659
762,LA PANADELLA,1.389,1.497,1.309,CARRETERA NACIONAL II KM. 532,MONTMANEU,L-D 24H,2019-04-14 14:07:58.867659
763,PETROMIRALLES,1.219, ,1.169,"CARRETERA C-37 KM. 48,500",SANTA MARIA DE MIRALLES,L-D 24H,2019-04-14 14:07:58.867659
